msisdn_crypte,Recency,Frequency,Monetary,Tenure_Months,Nb_Offers_Distinctes,Main_Offer,R_score,F_score,M_score,RFM_Score,RFM_Total,RFM_Weighted,Segment,Segment_Avance,Valeur,Life_Time,Montant_Moyen_Par_Achat,Frequency_Par_Mois,Monetary_Par_Mois,Cluster_KMeans,Churned,Churn_Proba,PC1,PC2
DEMO_00275,73,1,9.28,19.1,1,Demo Flex,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,18.3,9.28,0.052,0.49,1,1,0.4008,-2.3505,0.7166
DEMO_00276,31,6,27.96,25.9,2,Demo Flex,2,4,2,242,8,2.6,Client moyen,Ne doit pas les perdre,Faible valeur,25.2,4.66,0.232,1.08,2,0,0.1655,-0.5663,0.3724
DEMO_00277,27,8,92.91,35.1,1,Demo Flex,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,38.1,11.61,0.228,2.65,2,0,0.1402,1.5431,0.2248
DEMO_00278,11,4,98.43,29.0,1,Demo Max,4,2,5,425,11,3.9,Client moyen,Clients prometteurs,Forte valeur,29.6,24.61,0.138,3.4,0,0,0.1049,0.0425,0.7417
DEMO_00279,15,3,23.05,27.4,3,Demo Start,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Faible valeur,21.3,7.68,0.109,0.84,3,0,0.1045,-0.7183,0.2586
DEMO_00280,2,4,42.79,21.4,1,Demo Start,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,26.2,10.7,0.187,2.0,3,0,0.1217,0.7891,0.1229
DEMO_00281,10,3,45.36,13.1,3,Demo Plus,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,13.5,15.12,0.229,3.46,3,0,0.0828,0.2669,0.3929
DEMO_00282,30,2,6.4,8.6,4,Demo Start,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,9.3,3.2,0.232,0.74,3,0,0.406,-2.1858,-0.5701
DEMO_00283,27,1,7.48,15.8,1,Demo Start,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,18.0,7.48,0.063,0.47,3,0,0.2252,-2.7383,-0.3749
DEMO_00284,13,4,48.75,21.6,1,Demo Start,4,2,3,423,9,2.9,Client moyen,Clients prometteurs,Valeur moyenne,22.5,12.19,0.185,2.26,3,0,0.0652,-0.2709,0.1554
DEMO_00285,21,6,12.16,23.4,1,Demo Plus,3,4,1,341,8,2.3,Client fidèle,Clients fidèles,Faible valeur,24.9,2.03,0.256,0.52,2,0,0.1249,-0.2628,0.164
DEMO_00286,24,20,116.57,39.1,2,Demo Connect,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,38.3,5.83,0.512,2.98,2,0,0.1249,3.2249,-0.7773
DEMO_00287,14,6,109.64,20.3,4,Demo Plus,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,17.9,18.27,0.295,5.39,0,0,0.0878,1.1591,0.1394
DEMO_00288,32,4,69.27,32.0,3,Demo Plus,2,2,4,224,8,3.0,Client à risque,Clients hibernants,Forte valeur,32.5,17.32,0.125,2.17,3,1,0.0815,0.215,0.3308
DEMO_00289,26,3,36.76,7.1,3,Demo Plus,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,10.0,12.25,0.422,5.17,3,0,0.1103,-0.9159,-0.5701
DEMO_00290,16,3,48.61,26.8,1,Demo Plus,4,2,3,423,9,2.9,Client moyen,Clients prometteurs,Valeur moyenne,25.5,16.2,0.112,1.81,3,0,0.1365,0.109,0.4522
DEMO_00291,7,6,67.36,25.6,1,Demo Flex,5,4,4,544,13,4.2,Champion,Champions,Forte valeur,24.2,11.23,0.234,2.63,2,1,0.039,0.7588,0.0618
DEMO_00292,15,6,81.23,49.3,1,Demo Max,4,4,4,444,12,4.0,Champion,Champions,Forte valeur,51.8,13.54,0.122,1.65,0,0,0.0436,1.0085,1.7513
DEMO_00293,14,10,83.85,19.1,3,Demo Start,4,5,4,454,13,4.3,Champion,Champions,Forte valeur,18.2,8.38,0.524,4.4,0,0,0.1202,1.4039,-0.599
DEMO_00294,13,5,53.15,18.5,1,Demo Max,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,17.7,10.63,0.27,2.87,3,0,0.0948,-0.1222,-0.4344
DEMO_00295,4,7,49.31,35.2,1,Demo Start,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,34.5,7.04,0.199,1.4,2,0,0.0516,0.7087,0.513
DEMO_00296,60,1,19.98,9.2,1,Demo Flex,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,9.0,19.98,0.109,2.18,1,0,0.2951,-1.6925,0.1188
DEMO_00297,58,6,138.19,26.4,1,Demo Connect,1,4,5,145,10,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,23.3,23.03,0.227,5.23,1,0,0.1482,0.6814,0.3156
DEMO_00298,20,1,21.31,8.8,1,Demo Connect,3,1,2,312,6,1.9,Client moyen,Clients à développer,Faible valeur,7.7,21.31,0.114,2.42,3,1,0.1872,-1.1024,-0.0289
DEMO_00299,27,4,31.88,62.6,1,Demo Start,3,2,2,322,7,2.2,Client moyen,Clients à développer,Valeur moyenne,63.1,7.97,0.064,0.51,3,0,0.072,-0.1123,1.1627
DEMO_00300,32,6,35.42,16.9,3,Demo Flex,2,4,2,242,8,2.6,Client moyen,Ne doit pas les perdre,Valeur moyenne,17.3,5.9,0.356,2.1,2,0,0.1293,-0.1745,-1.5945
DEMO_00301,20,1,20.13,8.3,2,Demo Flex,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,10.6,20.13,0.12,2.42,3,0,0.1797,-1.1442,0.2002
DEMO_00302,29,6,80.71,15.7,1,Demo Connect,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,19.4,13.45,0.382,5.14,2,0,0.135,0.4753,-0.3293
DEMO_00303,36,4,47.8,26.5,2,Demo Plus,2,2,3,223,7,2.5,Client à risque,Clients hibernants,Valeur moyenne,29.5,11.95,0.151,1.8,3,1,0.1266,0.0843,0.1595
DEMO_00304,26,8,56.31,31.3,1,Demo Plus,3,5,4,354,12,4.1,Client fidèle,Clients fidèles,Valeur moyenne,33.2,7.04,0.255,1.8,2,0,0.0514,0.8311,0.3108
DEMO_00305,40,11,138.66,47.8,2,Demo Start,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,47.5,12.61,0.23,2.9,1,0,0.1563,1.5046,1.3283
DEMO_00306,12,3,16.47,14.4,1,Demo Start,4,2,1,421,7,1.9,Client moyen,Clients prometteurs,Faible valeur,13.1,5.49,0.209,1.15,3,0,0.117,-1.3704,0.3438
DEMO_00307,22,7,98.95,36.2,2,Demo Max,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,36.2,14.14,0.193,2.73,2,0,0.0854,1.4863,0.7541
DEMO_00308,123,1,21.29,5.6,1,Demo Plus,1,1,2,112,4,1.5,Client à risque,Clients hibernants,Faible valeur,6.8,21.29,0.179,3.81,1,1,0.6362,-3.3079,-0.8997
DEMO_00309,47,5,122.3,10.4,1,Demo Plus,1,3,5,135,9,3.6,Client moyen,Clients à risque,Forte valeur,12.0,24.46,0.481,11.77,1,0,0.2367,0.5013,-1.0138
DEMO_00310,26,3,44.18,7.3,2,Demo Flex,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,8.5,14.73,0.412,6.07,3,1,0.1957,0.5209,-1.6934
DEMO_00311,9,1,4.66,12.6,2,Demo Max,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,12.3,4.66,0.08,0.37,3,0,0.1238,-1.7916,0.1066
DEMO_00312,23,2,22.24,35.2,2,Demo Connect,3,1,2,312,6,1.9,Client moyen,Clients à développer,Faible valeur,36.8,11.12,0.057,0.63,3,0,0.2314,-0.4095,1.2668
DEMO_00313,45,1,32.36,14.6,1,Demo Flex,1,1,2,112,4,1.5,Client à risque,Clients hibernants,Valeur moyenne,17.1,32.36,0.068,2.21,1,0,0.3156,-1.4326,0.4522
DEMO_00314,39,6,37.12,16.7,1,Demo Connect,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,18.4,6.19,0.36,2.23,1,0,0.1761,0.1879,-0.1785
DEMO_00315,3,9,86.89,27.0,2,Demo Flex,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,26.9,9.65,0.334,3.22,0,0,0.0952,1.6893,-0.372
DEMO_00316,4,4,86.81,30.5,1,Demo Start,5,2,4,524,11,3.6,Client moyen,Clients prometteurs,Forte valeur,28.9,21.7,0.131,2.84,0,0,0.0798,0.9607,0.101
DEMO_00317,32,9,126.05,17.0,1,Demo Start,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,15.3,14.01,0.529,7.41,2,0,0.1547,2.1463,-1.1331
DEMO_00318,5,4,156.08,10.3,1,Demo Connect,5,2,5,525,12,4.1,Client moyen,Clients prometteurs,Forte valeur,9.0,39.02,0.387,15.11,0,0,0.158,1.2208,-0.6507
DEMO_00319,9,12,79.98,56.6,1,Demo Start,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,57.1,6.67,0.212,1.41,0,0,0.0401,1.9992,0.3296
DEMO_00320,20,4,23.15,17.1,1,Demo Plus,3,2,2,322,7,2.2,Client moyen,Clients à développer,Faible valeur,18.1,5.79,0.234,1.35,3,0,0.1275,-0.8628,0.5252
DEMO_00321,51,5,97.78,18.3,1,Demo Max,1,3,5,135,9,3.6,Client moyen,Clients à risque,Forte valeur,15.5,19.56,0.273,5.34,1,0,0.3461,0.5387,-0.8938
DEMO_00322,34,2,10.33,19.9,2,Demo Start,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,18.9,5.17,0.1,0.52,3,0,0.2021,-1.9733,-0.0258
DEMO_00323,18,4,35.8,32.6,2,Demo Start,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Valeur moyenne,33.0,8.95,0.123,1.1,3,0,0.0907,0.204,-0.4225
DEMO_00324,41,6,57.72,6.8,2,Demo Plus,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Valeur moyenne,5.0,9.62,0.884,8.5,1,0,0.1095,-0.4481,-0.8044
DEMO_00325,88,18,317.4,69.7,2,Demo Plus,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,70.6,17.63,0.258,4.55,1,1,0.1275,2.8384,0.7836
DEMO_00326,23,3,41.95,18.0,1,Demo Flex,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,17.3,13.98,0.167,2.34,3,1,0.2942,-0.518,-0.2872
DEMO_00327,6,4,51.3,33.2,3,Demo Start,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,31.8,12.82,0.12,1.54,3,0,0.0907,0.6141,0.0608
DEMO_00328,9,3,23.98,8.4,2,Demo Plus,5,2,2,522,9,2.6,Client moyen,Clients prometteurs,Faible valeur,8.5,7.99,0.357,2.85,3,0,0.0877,-0.4918,-0.5661
DEMO_00329,9,3,58.37,25.2,1,Demo Start,5,2,4,524,11,3.6,Client moyen,Clients prometteurs,Valeur moyenne,26.0,19.46,0.119,2.31,3,0,0.1098,0.0592,-0.0358
DEMO_00330,11,7,639.13,63.4,1,Demo Max,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,61.7,91.3,0.11,10.08,0,0,0.0423,2.7383,1.5159
DEMO_00331,17,8,116.7,58.2,2,Demo Start,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,57.7,14.59,0.137,2.01,0,1,0.0647,1.2086,2.1184
DEMO_00332,28,2,21.07,32.7,2,Demo Start,3,1,2,312,6,1.9,Client moyen,Clients à développer,Faible valeur,33.6,10.54,0.061,0.64,3,0,0.0986,-0.8127,0.7303
DEMO_00333,5,2,9.77,11.9,2,Demo Flex,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,10.4,4.89,0.168,0.82,3,0,0.057,-1.6543,-0.0661
DEMO_00334,6,8,56.19,46.3,2,Demo Start,5,5,4,554,14,4.5,Champion,Champions,Valeur moyenne,42.9,7.02,0.173,1.21,2,0,0.0262,0.9949,0.4778
DEMO_00335,35,2,17.74,5.5,3,Demo Flex,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,2.5,8.87,0.361,3.2,3,0,0.1148,-1.2633,-0.954
DEMO_00336,14,2,14.87,11.6,3,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,10.8,7.43,0.172,1.28,3,0,0.1861,-0.5625,-0.3312
DEMO_00337,10,4,39.55,21.5,2,Demo Start,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,18.8,9.89,0.186,1.84,3,0,0.0649,0.0664,1.0632
DEMO_00338,18,2,53.04,6.0,4,Demo Plus,4,1,3,413,8,2.6,Client moyen,Clients prometteurs,Valeur moyenne,5.3,26.52,0.333,8.83,3,0,0.178,-0.2544,-0.709
DEMO_00339,57,9,178.25,15.7,3,Demo Connect,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,19.0,19.81,0.574,11.37,1,0,0.3462,1.365,-0.6611
DEMO_00340,39,8,73.12,36.7,1,Demo Plus,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,33.9,9.14,0.218,1.99,1,0,0.1521,-0.0305,-0.1294
DEMO_00341,37,4,20.53,13.5,2,Demo Plus,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,13.0,5.13,0.296,1.52,1,1,0.1708,-1.3902,-1.6696
DEMO_00342,71,10,208.12,37.7,1,Demo Max,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,42.0,20.81,0.265,5.52,1,0,0.2953,1.1631,-0.26
DEMO_00343,29,19,184.46,72.0,1,Demo Plus,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,72.0,9.71,0.264,2.56,2,0,0.0651,3.2185,1.8616
DEMO_00344,76,7,27.01,29.0,1,Demo Flex,1,4,2,142,7,2.4,Client moyen,Ne doit pas les perdre,Faible valeur,28.3,3.86,0.241,0.93,1,1,0.468,-1.5443,0.2575
DEMO_00345,80,7,103.31,37.3,1,Demo Connect,1,4,5,145,10,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,37.0,14.76,0.188,2.77,1,0,0.5502,0.3485,1.1112
DEMO_00346,5,8,140.27,47.2,1,Demo Max,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,48.1,17.53,0.169,2.97,0,0,0.1138,1.9624,0.5745
DEMO_00347,4,4,10.51,16.7,1,Demo Plus,5,2,1,521,8,2.1,Client moyen,Clients prometteurs,Faible valeur,20.1,2.63,0.239,0.63,3,0,0.0352,-0.8273,-1.3428
DEMO_00348,9,5,31.69,36.8,1,Demo Plus,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Valeur moyenne,35.7,6.34,0.136,0.86,3,1,0.0662,-0.1611,0.046
DEMO_00349,53,6,56.32,16.4,2,Demo Connect,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Valeur moyenne,14.9,9.39,0.365,3.43,1,1,0.247,-0.0856,-0.314
DEMO_00350,19,7,104.57,27.7,3,Demo Plus,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,25.0,14.94,0.252,3.77,0,0,0.1259,1.3924,0.037
DEMO_00351,17,13,97.64,40.2,4,Demo Start,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,40.4,7.51,0.323,2.43,0,0,0.0394,2.0845,-0.0891
DEMO_00352,42,5,31.56,12.4,1,Demo Connect,2,3,2,232,7,2.3,Client moyen,Clients à risque,Valeur moyenne,9.5,6.31,0.405,2.55,1,0,0.1071,-0.3936,-0.8209
DEMO_00353,13,4,59.52,2.6,1,Demo Connect,4,2,4,424,10,3.4,Client moyen,Nouveaux clients,Valeur moyenne,1.7,14.88,1.535,22.84,3,0,0.2041,0.0668,-0.511
DEMO_00354,26,1,7.71,11.5,3,Demo Plus,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,9.7,7.71,0.087,0.67,3,0,0.1411,-1.9886,-0.4535
DEMO_00355,35,8,107.51,43.9,1,Demo Plus,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,46.0,13.44,0.182,2.45,2,0,0.0715,1.4871,0.7159
DEMO_00356,9,1,5.41,10.4,4,Demo Flex,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,9.4,5.41,0.096,0.52,3,0,0.0776,-1.5368,-0.1895
DEMO_00357,7,8,37.93,42.4,2,Demo Flex,5,5,3,553,13,4.0,Client fidèle,Champions,Valeur moyenne,43.2,4.74,0.189,0.89,2,0,0.0808,1.2102,0.3435
DEMO_00358,23,2,30.22,11.5,1,Demo Max,3,1,2,312,6,1.9,Client moyen,Clients à développer,Faible valeur,8.3,15.11,0.173,2.62,3,0,0.1121,-0.6248,-0.721
DEMO_00359,26,4,45.84,19.5,1,Demo Plus,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,19.8,11.46,0.205,2.35,3,1,0.1554,-0.0882,-0.3467
DEMO_00360,40,2,33.13,22.5,1,Demo Plus,2,1,2,212,5,1.7,Client à risque,Clients hibernants,Valeur moyenne,20.1,16.57,0.089,1.48,1,0,0.1393,-1.1148,1.023
DEMO_00361,8,6,44.65,10.4,1,Demo Plus,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,9.5,7.44,0.578,4.3,2,0,0.0473,-0.0999,-0.2715
DEMO_00362,12,8,51.53,19.6,1,Demo Start,4,5,3,453,12,3.8,Client fidèle,Champions,Valeur moyenne,24.1,6.44,0.407,2.62,2,0,0.1644,0.4467,-0.0828
DEMO_00363,80,3,63.24,6.3,3,Demo Flex,1,2,4,124,7,2.8,Client à risque,Clients hibernants,Forte valeur,8.2,21.08,0.473,9.98,1,0,0.4874,-1.0674,-1.017
DEMO_00364,47,1,4.32,17.8,2,Demo Start,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,17.5,4.32,0.056,0.24,1,0,0.2254,-2.863,-0.5844
DEMO_00365,20,5,99.26,21.2,1,Demo Plus,3,3,5,335,11,4.0,Client fidèle,Clients à développer,Forte valeur,27.6,19.85,0.235,4.67,0,0,0.0973,1.306,0.3215
DEMO_00366,52,1,20.62,2.7,1,Demo Flex,1,1,1,111,3,1.0,Client à risque,Nouveaux clients,Faible valeur,1.0,20.62,0.364,7.5,1,1,0.4672,-1.282,-0.2243
DEMO_00367,8,2,32.01,11.4,1,Demo Plus,5,1,2,512,8,2.3,Client moyen,Clients prometteurs,Valeur moyenne,13.7,16.01,0.175,2.8,3,0,0.1398,-0.6395,-0.2681
DEMO_00368,18,6,41.0,27.2,1,Demo Plus,4,4,3,443,11,3.5,Client fidèle,Champions,Valeur moyenne,24.1,6.83,0.221,1.51,2,0,0.1662,0.5627,-0.1629
DEMO_00369,25,1,6.37,9.5,2,Demo Connect,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,9.0,6.37,0.106,0.67,3,0,0.1403,-2.3202,-0.98
DEMO_00370,16,4,35.54,30.1,2,Demo Start,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Valeur moyenne,27.4,8.89,0.133,1.18,3,0,0.1069,0.1016,0.7255
DEMO_00371,17,6,29.36,32.0,2,Demo Connect,4,4,2,442,10,3.0,Client fidèle,Champions,Faible valeur,32.5,4.89,0.188,0.92,2,0,0.1164,0.307,0.7582
DEMO_00372,38,2,11.75,27.1,1,Demo Start,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,27.2,5.88,0.074,0.43,1,0,0.1527,-1.3277,0.0892
DEMO_00373,47,7,99.54,36.5,1,Demo Plus,1,4,5,145,10,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,35.9,14.22,0.192,2.73,1,0,0.1769,0.4652,-0.0079
DEMO_00374,15,2,28.51,6.0,2,Demo Max,4,1,2,412,7,2.1,Client moyen,Clients prometteurs,Faible valeur,8.2,14.26,0.334,4.77,3,0,0.1072,-0.2635,-0.0224
DEMO_00375,6,10,56.0,41.3,2,Demo Plus,5,5,4,554,14,4.5,Champion,Champions,Valeur moyenne,40.2,5.6,0.242,1.35,2,0,0.0764,0.7706,-0.0264
DEMO_00376,4,1,14.47,10.5,2,Demo Max,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,11.2,14.47,0.095,1.38,3,0,0.0629,-0.6781,0.5274
DEMO_00377,2,4,51.22,24.2,1,Demo Start,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,25.8,12.81,0.165,2.12,3,0,0.0993,0.4266,0.0134
DEMO_00378,71,9,205.96,61.9,3,Demo Max,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,59.0,22.88,0.145,3.33,1,1,0.2616,1.1357,1.1375
DEMO_00379,38,11,150.04,17.5,1,Demo Start,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,16.0,13.64,0.628,8.56,1,0,0.1553,1.0911,-0.9154
DEMO_00380,32,3,53.56,22.8,1,Demo Flex,2,2,3,223,7,2.5,Client à risque,Clients hibernants,Valeur moyenne,22.9,17.85,0.131,2.35,3,0,0.1939,-0.3934,-0.0753
DEMO_00381,13,1,12.97,10.6,2,Demo Max,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,11.8,12.97,0.095,1.23,3,0,0.1148,-0.909,0.236
DEMO_00382,13,9,153.88,61.6,1,Demo Plus,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,64.4,17.1,0.146,2.5,0,0,0.049,1.8177,1.6933
DEMO_00383,48,1,4.91,11.4,2,Demo Start,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,11.0,4.91,0.087,0.43,1,1,0.3243,-2.5154,0.2593
DEMO_00384,4,11,102.61,33.7,1,Demo Max,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,33.1,9.33,0.326,3.04,0,0,0.0835,2.1439,-0.1046
DEMO_00385,16,9,87.86,47.2,1,Demo Max,4,5,4,454,13,4.3,Champion,Champions,Forte valeur,45.4,9.76,0.191,1.86,0,0,0.0638,1.8249,0.4246
DEMO_00386,53,9,78.5,35.7,1,Demo Plus,1,5,4,154,10,3.7,Client moyen,Ne doit pas les perdre,Forte valeur,36.4,8.72,0.252,2.2,1,0,0.1639,0.7178,0.0982
DEMO_00387,16,5,63.66,28.2,3,Demo Flex,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Forte valeur,27.6,12.73,0.177,2.26,3,0,0.0941,0.2011,-0.0429
DEMO_00388,37,4,56.55,23.9,2,Demo Start,2,2,4,224,8,3.0,Client à risque,Clients hibernants,Valeur moyenne,23.4,14.14,0.167,2.36,1,0,0.1413,-0.1148,0.7113
DEMO_00389,21,1,12.38,8.3,1,Demo Start,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,8.2,12.38,0.12,1.48,3,0,0.2743,-1.0012,0.0778
DEMO_00390,20,6,54.3,59.9,1,Demo Flex,3,4,3,343,10,3.3,Client fidèle,Clients fidèles,Valeur moyenne,61.0,9.05,0.1,0.91,2,0,0.0941,0.648,1.474
DEMO_00391,24,7,46.58,26.7,1,Demo Start,3,4,3,343,10,3.3,Client fidèle,Clients fidèles,Valeur moyenne,25.6,6.65,0.262,1.74,2,0,0.1191,0.4054,-0.533
DEMO_00392,19,5,91.18,22.8,1,Demo Plus,4,3,5,435,12,4.2,Client fidèle,Clients à risque,Forte valeur,21.3,18.24,0.219,3.99,0,0,0.0784,1.5554,0.5953
DEMO_00393,7,4,48.36,9.9,2,Demo Max,5,2,3,523,10,3.1,Client moyen,Clients prometteurs,Valeur moyenne,10.7,12.09,0.405,4.9,3,0,0.1348,0.7016,-0.5371
DEMO_00394,19,5,28.48,23.6,1,Demo Flex,4,3,2,432,9,2.7,Client fidèle,Clients à risque,Faible valeur,17.5,5.7,0.212,1.21,3,1,0.0893,0.0844,-0.1225
DEMO_00395,2,3,26.9,21.9,1,Demo Start,5,2,2,522,9,2.6,Client moyen,Clients prometteurs,Faible valeur,20.7,8.97,0.137,1.23,3,0,0.0636,-0.1518,0.7529
DEMO_00396,15,6,22.94,61.9,1,Demo Start,4,4,2,442,10,3.0,Client fidèle,Champions,Faible valeur,59.6,3.82,0.097,0.37,2,1,0.0996,0.1098,1.3778
DEMO_00397,39,6,61.02,22.8,2,Demo Plus,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Valeur moyenne,25.2,10.17,0.263,2.67,1,0,0.2027,0.4821,-0.3406
DEMO_00398,68,5,44.72,23.3,2,Demo Max,1,3,3,133,7,2.6,Client moyen,Clients à risque,Valeur moyenne,22.5,8.94,0.214,1.92,1,0,0.1299,-1.5102,-0.1793
DEMO_00399,60,3,21.82,10.0,2,Demo Plus,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,8.8,7.27,0.301,2.19,1,1,0.3002,-1.3781,-1.0881
DEMO_00400,8,5,119.22,13.2,2,Demo Max,5,3,5,535,13,4.4,Client fidèle,Clients à risque,Forte valeur,13.1,23.84,0.379,9.04,0,0,0.1026,1.1345,-0.402
DEMO_00401,5,7,36.97,31.3,4,Demo Flex,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,30.1,5.28,0.224,1.18,2,0,0.0632,0.4341,-0.2497
DEMO_00402,25,1,14.71,5.0,1,Demo Connect,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,4.2,14.71,0.2,2.94,3,0,0.1926,-1.5812,-0.7841
DEMO_00403,22,5,166.02,41.2,3,Demo Plus,3,3,5,335,11,4.0,Client fidèle,Clients à développer,Forte valeur,41.4,33.2,0.121,4.03,3,0,0.0497,0.6578,0.4322
DEMO_00404,35,2,36.08,41.9,2,Demo Start,2,1,2,212,5,1.7,Client à risque,Clients hibernants,Valeur moyenne,41.0,18.04,0.048,0.86,3,0,0.0486,-1.4285,0.8122
DEMO_00405,12,2,19.61,12.2,1,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,11.3,9.8,0.164,1.61,3,1,0.081,-0.4349,-0.6724
DEMO_00406,23,4,21.38,28.3,2,Demo Start,3,2,2,322,7,2.2,Client moyen,Clients à développer,Faible valeur,26.2,5.35,0.142,0.76,3,0,0.1378,-0.5103,0.3616
DEMO_00407,22,8,37.72,48.1,2,Demo Plus,3,5,3,353,11,3.6,Client fidèle,Clients fidèles,Valeur moyenne,45.8,4.72,0.166,0.78,2,0,0.0233,-0.3769,0.7015
DEMO_00408,16,2,15.91,20.7,2,Demo Connect,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,20.9,7.95,0.096,0.77,3,0,0.0862,-1.308,0.1217
DEMO_00409,3,4,27.34,18.2,1,Demo Plus,5,2,2,522,9,2.6,Client moyen,Clients prometteurs,Faible valeur,18.8,6.84,0.22,1.5,3,0,0.0381,0.1999,0.8449
DEMO_00410,39,3,20.14,19.8,1,Demo Start,2,2,1,221,5,1.5,Client à risque,Clients hibernants,Faible valeur,16.9,6.71,0.152,1.02,1,0,0.1768,-1.2777,-0.1135
DEMO_00411,26,8,66.68,26.7,3,Demo Max,3,5,4,354,12,4.1,Client fidèle,Clients fidèles,Forte valeur,28.2,8.34,0.3,2.5,2,0,0.251,1.3056,0.0557
DEMO_00412,41,5,47.14,14.5,1,Demo Connect,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,16.0,9.43,0.346,3.26,1,0,0.184,0.1738,-0.1616
